INFO:query:Started find_code_melli
INFO:query:code_melli: 4114832925, Balance: 735665090
INFO:query:code_melli: 3064006286, Balance: 555650054
INFO:query:code_melli: 5718133051, Balance: 37085715
INFO:query:code_melli: 8490963608, Balance: 35915943
INFO:query:code_melli: 4076267646, Balance: 601196797
INFO:query:code_melli: 9443665597, Balance: 640713234
INFO:query:code_melli: 8310592927, Balance: 669637367
INFO:query:code_melli: 3219257379, Balance: 82793956
INFO:query:code_melli: 1320586605, Balance: 331462614
INFO:query:code_melli: 5089378425, Balance: 450794395
INFO:query:code_melli: 6761072437, Balance: 829812763
INFO:query:code_melli: 6523273062, Balance: 948167472
INFO:query:code_melli: 9470838867, Balance: 617669355
INFO:query:code_melli: 2569774597, Balance: 73881138
INFO:query:code_melli: 6214872197, Balance: 997616835
INFO:query:code_melli: 1344052010, Balance: 889523756
INFO:query:code_melli: 1820121816, Balance: 990504963
INFO:query:code_melli: 3152665845, Balance: 329858586
INFO:query:code_melli: 7388268926, Balance: 227656065
INFO:query:code_melli: 8468099963, Balance: 984417551
INFO:query:code_melli: 8742768707, Balance: 775899540
INFO:query:code_melli: 3806216412, Balance: 682781355
INFO:query:code_melli: 2279046432, Balance: 547971124
INFO:query:code_melli: 9769465982, Balance: 520263309
INFO:query:code_melli: 6240839134, Balance: 818649663
INFO:query:code_melli: 2513233981, Balance: 572236858
INFO:query:code_melli: 2427146559, Balance: 519076335
INFO:query:code_melli: 0791338485, Balance: 4766630
INFO:query:code_melli: 7493736547, Balance: 739155428
INFO:query:code_melli: 5283646185, Balance: 582052608
INFO:query:code_melli: 1396987805, Balance: 765640977
INFO:query:code_melli: 1637473712, Balance: 708614213
INFO:query:code_melli: 8156922480, Balance: 736557209
INFO:query:code_melli: 1614235114, Balance: 430970136
INFO:query:code_melli: 3500619380, Balance: 195652731
INFO:query:code_melli: 6976162035, Balance: 350847012
INFO:query:code_melli: 1259157995, Balance: 228200195
INFO:query:code_melli: 2383546045, Balance: 160547140
INFO:query:code_melli: 1958454008, Balance: 399175146
INFO:query:code_melli: 6463219168, Balance: 101770154
INFO:query:code_melli: 5525963558, Balance: 230263825
INFO:query:code_melli: 7620123521, Balance: 360553295
INFO:query:code_melli: 9555351097, Balance: 817361723
INFO:query:code_melli: 7995999367, Balance: 811590286
INFO:query:code_melli: 4263620189, Balance: 946374050
INFO:query:code_melli: 7756373078, Balance: 676108412
INFO:query:code_melli: 0750970287, Balance: 277868859
INFO:query:code_melli: 5464196161, Balance: 42652446
INFO:query:code_melli: 1331167039, Balance: 682423550
INFO:query:code_melli: 8462276724, Balance: 183681458
INFO:query:code_melli: 1595895928, Balance: 232501211
INFO:query:code_melli: 7790294040, Balance: 444602467
INFO:query:code_melli: 2944597854, Balance: 509875093
INFO:query:code_melli: 3023234228, Balance: 621122435
INFO:query:code_melli: 2271128273, Balance: 741983524
INFO:query:code_melli: 0836340397, Balance: 818638095
INFO:query:code_melli: 6118852070, Balance: 888253604
INFO:query:code_melli: 6013230364, Balance: 692019956
INFO:query:code_melli: 3494795293, Balance: 107161879
INFO:query:code_melli: 4145155189, Balance: 221965950
INFO:query:code_melli: 7097687582, Balance: 294912545
INFO:query:code_melli: 4424189561, Balance: 868459680
INFO:query:code_melli: 5949053168, Balance: 261423542
INFO:query:code_melli: 3526548238, Balance: 268935420
INFO:query:code_melli: 9611965169, Balance: 971501962
INFO:query:code_melli: 1043266589, Balance: 307692832
INFO:query:code_melli: 8460032594, Balance: 282648996
INFO:query:code_melli: 6236753312, Balance: 8166757
INFO:query:code_melli: 8348086597, Balance: 329615411
INFO:query:code_melli: 1509070866, Balance: 812151610
INFO:query:code_melli: 3805314612, Balance: 185319933
INFO:query:code_melli: 4565312211, Balance: 437456388
INFO:query:code_melli: 5544520106, Balance: 436038192
INFO:query:code_melli: 0094837841, Balance: 699968131
INFO:query:code_melli: 8139577300, Balance: 426925675
INFO:query:code_melli: 2738149208, Balance: 83369755
INFO:query:code_melli: 3726887425, Balance: 136314578
INFO:query:code_melli: 8501100102, Balance: 882810803
INFO:query:code_melli: 4429844587, Balance: 417809562
INFO:query:code_melli: 6501699381, Balance: 69574448
INFO:query:code_melli: 9546885842, Balance: 794299883
INFO:query:code_melli: 9672311219, Balance: 989194246
INFO:query:code_melli: 4427166067, Balance: 465798964
INFO:query:code_melli: 6876310969, Balance: 855813074
INFO:query:code_melli: 1683113333, Balance: 47906407
INFO:query:code_melli: 1514976007, Balance: 258132801
INFO:query:code_melli: 6864132870, Balance: 161409167
INFO:query:code_melli: 5535860192, Balance: 22024965
INFO:query:code_melli: 2793478654, Balance: 563543630
INFO:query:code_melli: 8821176125, Balance: 530420610
INFO:query:code_melli: 6915090198, Balance: 264700677
INFO:query:code_melli: 7280346701, Balance: 731924474
INFO:query:code_melli: 6011290610, Balance: 84818241
INFO:query:code_melli: 3595628094, Balance: 81821537
INFO:query:code_melli: 9131539048, Balance: 78849090
INFO:query:code_melli: 5837561006, Balance: 848319031
INFO:query:code_melli: 1305932478, Balance: 623453953
INFO:query:code_melli: 0947853331, Balance: 514772102
INFO:query:code_melli: 8149968277, Balance: 249004381
INFO:query:code_melli: 5142930680, Balance: 617434482
INFO:query:code_melli: 1635969222, Balance: 412325138
INFO:query:code_melli: 6446959738, Balance: 315088870
INFO:query:code_melli: 6164565526, Balance: 19125770
INFO:query:code_melli: 8962550136, Balance: 395151450
INFO:query:code_melli: 6346234563, Balance: 439317967
INFO:query:code_melli: 6910204195, Balance: 7226855
INFO:query:code_melli: 6759710626, Balance: 588627968
INFO:query:code_melli: 6786069883, Balance: 895382669
INFO:query:code_melli: 6791957185, Balance: 534433816
INFO:query:code_melli: 6824925590, Balance: 488231010
INFO:query:code_melli: 8817206536, Balance: 848088829
INFO:query:code_melli: 1672929248, Balance: 59981513
INFO:query:code_melli: 2202553210, Balance: 556058823
INFO:query:code_melli: 4596593810, Balance: 998634
INFO:query:code_melli: 8845277256, Balance: 776661245
INFO:query:code_melli: 9021693930, Balance: 109783290
INFO:query:code_melli: 4215668188, Balance: 493574393
INFO:query:code_melli: 0976742389, Balance: 891847023
INFO:query:code_melli: 4644833338, Balance: 593853244
INFO:query:code_melli: 8835752321, Balance: 513237799
INFO:query:code_melli: 7832504382, Balance: 317134080
INFO:query:code_melli: 3810109294, Balance: 603491793
INFO:query:code_melli: 6777849419, Balance: 892119659
INFO:query:code_melli: 0409492437, Balance: 165517697
INFO:query:code_melli: 6810119257, Balance: 95603343
INFO:query:code_melli: 5716622344, Balance: 107211320
INFO:query:code_melli: 1479425949, Balance: 713425523
INFO:query:code_melli: 6690655409, Balance: 525055445
INFO:query:code_melli: 0313682740, Balance: 760576912
INFO:query:code_melli: 6742331483, Balance: 617800236
INFO:query:code_melli: 6540301013, Balance: 527965020
INFO:query:code_melli: 7083972234, Balance: 322333399
INFO:query:code_melli: 7890964313, Balance: 667005329
INFO:query:code_melli: 2408954620, Balance: 678768675
INFO:query:code_melli: 4773886663, Balance: 327422819
INFO:query:code_melli: 0297531906, Balance: 588108567
INFO:query:code_melli: 0621066925, Balance: 336481090
INFO:query:code_melli: 4780521910, Balance: 318641489
INFO:query:code_melli: 4578564863, Balance: 702923840
INFO:query:code_melli: 8682641326, Balance: 293178324
INFO:query:code_melli: 6796346318, Balance: 185592671
INFO:query:code_melli: 2499674899, Balance: 167909715
INFO:query:code_melli: 4612907088, Balance: 161297883
INFO:query:code_melli: 9934102349, Balance: 777233373
INFO:query:code_melli: 6105389557, Balance: 311746613
INFO:query:code_melli: 6745839088, Balance: 237114894
INFO:query:code_melli: 2624268841, Balance: 394603603
INFO:query:code_melli: 4496811741, Balance: 466163514
INFO:query:code_melli: 3620661188, Balance: 449868479
INFO:query:code_melli: 1600897067, Balance: 191107777
INFO:query:code_melli: 5120220906, Balance: 674882487
INFO:query:code_melli: 7482687372, Balance: 263153788
INFO:query:code_melli: 1560002760, Balance: 368742443
INFO:query:code_melli: 9774437809, Balance: 104323971
INFO:query:code_melli: 9966823880, Balance: 139834008
INFO:query:code_melli: 4517116993, Balance: 815734896
INFO:query:code_melli: 4924586241, Balance: 364044377
INFO:query:code_melli: 7990894173, Balance: 556225326
INFO:query:code_melli: 8992658881, Balance: 585707389
INFO:query:code_melli: 1180638487, Balance: 580522598
INFO:query:code_melli: 5332424739, Balance: 680754151
INFO:query:code_melli: 8470082074, Balance: 103818617
INFO:query:code_melli: 3070629686, Balance: 657164535
INFO:query:code_melli: 4140618596, Balance: 870286209
INFO:query:code_melli: 2675692010, Balance: 216636815
INFO:query:code_melli: 7066439517, Balance: 785350202
INFO:query:code_melli: 3334299368, Balance: 557848957
INFO:query:code_melli: 9501982325, Balance: 620537865
INFO:query:code_melli: 7459774222, Balance: 666426273
INFO:query:code_melli: 5310832139, Balance: 163233465
INFO:query:code_melli: 9591926881, Balance: 805874739
INFO:query:code_melli: 8061446206, Balance: 162397977
INFO:query:code_melli: 7052817349, Balance: 384145899
INFO:query:code_melli: 6498110828, Balance: 834059959
INFO:query:code_melli: 0097804602, Balance: 25131295
INFO:query:code_melli: 9530063788, Balance: 788807971
INFO:query:code_melli: 5619139436, Balance: 143324450
INFO:query:code_melli: 4898078806, Balance: 619600320
INFO:query:code_melli: 7910005627, Balance: 231985905
INFO:query:code_melli: 9124958833, Balance: 585265852
INFO:query:code_melli: 1254713934, Balance: 146362687
INFO:query:code_melli: 3140199721, Balance: 663406431
INFO:query:code_melli: 6257793726, Balance: 357375845
INFO:query:code_melli: 5889792061, Balance: 443535898
INFO:query:code_melli: 9564522749, Balance: 94538020
INFO:query:code_melli: 2936805077, Balance: 430748921
INFO:query:code_melli: 5540838143, Balance: 193082331
INFO:query:code_melli: 4678988904, Balance: 7485322
INFO:query:code_melli: 1933218070, Balance: 219563468
INFO:query:code_melli: 0956632425, Balance: 319390151
INFO:query:code_melli: 6805700003, Balance: 510618209
INFO:query:code_melli: 3059470725, Balance: 619943050
INFO:query:code_melli: 7032035859, Balance: 723342154
INFO:query:code_melli: 6239944858, Balance: 404910252
INFO:query:code_melli: 6213810282, Balance: 320198840
INFO:query:code_melli: 8426785868, Balance: 810820849
INFO:query:code_melli: 9808408456, Balance: 41435933
INFO:query:code_melli: 2885574914, Balance: 362158917
INFO:query:code_melli: 1390316372, Balance: 196797040
INFO:query:code_melli: 0186422679, Balance: 552790018
INFO:query:code_melli: 2319293716, Balance: 250315603
INFO:query:code_melli: 5273528665, Balance: 255461478
INFO:query:code_melli: 4864139709, Balance: 672020209
INFO:query:code_melli: 1271752382, Balance: 815011015
INFO:query:code_melli: 5040689452, Balance: 499123096
INFO:query:code_melli: 8933905492, Balance: 525225996
INFO:query:code_melli: 5068791197, Balance: 519451929
INFO:query:code_melli: 8657449324, Balance: 345911601
INFO:query:code_melli: 1956663056, Balance: 166123442
INFO:query:code_melli: 1588401769, Balance: 590900626
INFO:query:code_melli: 4180338742, Balance: 46472949
INFO:query:code_melli: 8938922243, Balance: 822970712
INFO:query:code_melli: 1474118276, Balance: 83610472
INFO:query:code_melli: 5872564667, Balance: 143051118
INFO:query:code_melli: 0355246690, Balance: 933862037
INFO:query:code_melli: 4600037165, Balance: 321268440
INFO:query:code_melli: 1380130034, Balance: 126542703
INFO:query:code_melli: 4111223666, Balance: 139252120
INFO:query:code_melli: 9021066372, Balance: 834142824
INFO:query:code_melli: 5767241544, Balance: 122618167
INFO:query:code_melli: 2299378557, Balance: 880198199
INFO:query:code_melli: 7688959263, Balance: 540143042
INFO:query:code_melli: 5007503928, Balance: 768133664
INFO:query:code_melli: 9903703831, Balance: 662805893
INFO:query:code_melli: 7209230631, Balance: 258216676
INFO:query:code_melli: 2940167180, Balance: 823154981
INFO:query:code_melli: 2284282215, Balance: 203077271
INFO:query:code_melli: 7937478754, Balance: 777907708
INFO:query:code_melli: 0225802774, Balance: 824737672
INFO:query:code_melli: 3750712102, Balance: 278771847
INFO:query:code_melli: 2333191030, Balance: 970516644
INFO:query:code_melli: 9670365153, Balance: 335204413
INFO:query:code_melli: 8731224301, Balance: 253201188
INFO:query:code_melli: 2899386579, Balance: 773575009
INFO:query:code_melli: 5881011512, Balance: 589117770
INFO:query:code_melli: 7736887695, Balance: 264165323
INFO:query:code_melli: 6986223666, Balance: 742048811
INFO:query:code_melli: 1408832238, Balance: 774173260
INFO:query:code_melli: 6102864892, Balance: 607730450
INFO:query:code_melli: 5279498546, Balance: 740799953
INFO:query:code_melli: 8912222903, Balance: 123221254
INFO:query:code_melli: 0652764886, Balance: 694867475
INFO:query:code_melli: 3065054322, Balance: 148320570
INFO:query:code_melli: 1356105579, Balance: 710882998
INFO:query:code_melli: 8451293159, Balance: 448675321
INFO:query:code_melli: 2039228672, Balance: 847862587
INFO:query:code_melli: 5812029952, Balance: 174330093
INFO:query:code_melli: 2930294684, Balance: 828458162
INFO:query:code_melli: 6613861371, Balance: 300139878
INFO:query:code_melli: 4598318396, Balance: 359091253
INFO:query:code_melli: 0565888830, Balance: 906251683
INFO:query:code_melli: 9604949615, Balance: 857496297
INFO:query:code_melli: 1043951718, Balance: 851269896
INFO:query:code_melli: 3391395486, Balance: 783085484
INFO:query:code_melli: 5539944589, Balance: 422306809
INFO:query:code_melli: 6163630457, Balance: 368404789
INFO:query:code_melli: 8764141205, Balance: 830858048
INFO:query:code_melli: 7492523914, Balance: 904047446
INFO:query:code_melli: 2363476712, Balance: 836147092
INFO:query:code_melli: 3648924221, Balance: 469858472
INFO:query:code_melli: 0104326873, Balance: 753520942
INFO:query:code_melli: 1795874246, Balance: 571379456
INFO:query:code_melli: 4651617531, Balance: 476429247
INFO:query:code_melli: 3961053417, Balance: 177607205
INFO:query:code_melli: 6116956455, Balance: 277823162
INFO:query:code_melli: 8430035601, Balance: 458103690
INFO:query:code_melli: 7544851750, Balance: 908728364
INFO:query:code_melli: 2174752866, Balance: 191200139
INFO:query:code_melli: 2403880984, Balance: 375879241
INFO:query:code_melli: 9469009349, Balance: 730755648
INFO:query:code_melli: 3217281969, Balance: 779382575
INFO:query:code_melli: 4668339785, Balance: 406116543
INFO:query:code_melli: 1129271436, Balance: 97652859
INFO:query:code_melli: 2241578269, Balance: 33838687
INFO:query:code_melli: 9437787638, Balance: 268931464
INFO:query:code_melli: 2843687111, Balance: 860549954
INFO:query:code_melli: 2763537459, Balance: 387244970
INFO:query:code_melli: 4434741322, Balance: 868155319
INFO:query:code_melli: 0323139296, Balance: 714700419
INFO:query:code_melli: 8536997571, Balance: 769913799
INFO:query:code_melli: 3892102179, Balance: 977909741
INFO:query:code_melli: 6797969060, Balance: 874336507
INFO:query:code_melli: 8821518560, Balance: 473214154
INFO:query:code_melli: 1968253405, Balance: 176436583
INFO:query:code_melli: 2662561796, Balance: 704585456
INFO:query:code_melli: 2569859904, Balance: 27099978
INFO:query:code_melli: 7965428360, Balance: 861470895
INFO:query:code_melli: 9724646466, Balance: 691977260
INFO:query:code_melli: 6792941063, Balance: 642804210
INFO:query:code_melli: 2313037298, Balance: 928551814
INFO:query:code_melli: 3314691418, Balance: 518479000
INFO:query:code_melli: 6578349323, Balance: 57061662
INFO:query:code_melli: 2518697775, Balance: 959472991
INFO:query:code_melli: 6336055899, Balance: 418697829
INFO:query:code_melli: 2366849467, Balance: 963591711
INFO:query:code_melli: 9340273100, Balance: 871080952
INFO:query:code_melli: 3487275038, Balance: 564800756
INFO:query:code_melli: 6196229187, Balance: 940374328
INFO:query:code_melli: 0310094688, Balance: 720751609
INFO:query:code_melli: 7580441951, Balance: 216539877
INFO:query:code_melli: 4901388358, Balance: 921670539
INFO:query:code_melli: 6270071913, Balance: 343691201
INFO:query:code_melli: 6124415926, Balance: 719432619
INFO:query:code_melli: 9650887709, Balance: 2990479
INFO:query:code_melli: 6349657933, Balance: 475151772
INFO:query:code_melli: 1208432369, Balance: 813076008
INFO:query:code_melli: 1877771211, Balance: 562107417
INFO:query:code_melli: 1440470004, Balance: 244122528
INFO:query:code_melli: 2443099012, Balance: 475443222
INFO:query:code_melli: 1224850369, Balance: 888380643
INFO:query:code_melli: 1065256511, Balance: 119912246
INFO:query:code_melli: 9919008054, Balance: 196953786
INFO:query:code_melli: 6597373062, Balance: 370355304
INFO:query:code_melli: 6371498823, Balance: 477556776
INFO:query:code_melli: 2528751592, Balance: 23632831
INFO:query:code_melli: 7224169308, Balance: 694579039
INFO:query:code_melli: 9018304045, Balance: 902135265
INFO:query:code_melli: 7783024097, Balance: 760405518
INFO:query:code_melli: 8469740943, Balance: 469498378
INFO:query:code_melli: 9678402074, Balance: 847221381
INFO:query:code_melli: 5864208461, Balance: 652138224
INFO:query:code_melli: 5176156143, Balance: 411686381
INFO:query:code_melli: 3927230413, Balance: 845138973
INFO:query:code_melli: 3634609192, Balance: 269332738
INFO:query:code_melli: 3007148053, Balance: 859166604
INFO:query:code_melli: 6625848970, Balance: 86702144
INFO:query:code_melli: 9678871751, Balance: 316153313
INFO:query:code_melli: 2198735561, Balance: 168659170
INFO:query:code_melli: 7862759962, Balance: 337773602
INFO:query:code_melli: 7409315009, Balance: 643653891
INFO:query:code_melli: 9754520903, Balance: 995085459
INFO:query:code_melli: 7491381231, Balance: 234192836
INFO:query:code_melli: 0774065826, Balance: 177264896
INFO:query:code_melli: 6629047499, Balance: 110496255
INFO:query:code_melli: 6830292349, Balance: 800501681
INFO:query:code_melli: 3572495519, Balance: 50798597
INFO:query:code_melli: 3940031760, Balance: 87832545
INFO:query:code_melli: 6806162451, Balance: 640081907
INFO:query:code_melli: 8189542281, Balance: 283097270
INFO:query:code_melli: 3681838337, Balance: 446254641
INFO:query:code_melli: 8719524235, Balance: 945492074
INFO:query:code_melli: 1661762106, Balance: 380305380
INFO:query:code_melli: 4411002484, Balance: 353999537
INFO:query:code_melli: 5446744822, Balance: 993294718
INFO:query:code_melli: 4143647548, Balance: 91252265
INFO:query:code_melli: 9759512243, Balance: 655726469
INFO:query:code_melli: 6799273908, Balance: 983823714
INFO:query:code_melli: 5233197672, Balance: 947525818
INFO:query:code_melli: 4805733624, Balance: 974896003
INFO:query:code_melli: 5139390273, Balance: 841135434
INFO:query:code_melli: 0402359847, Balance: 882100673
INFO:query:code_melli: 9122756199, Balance: 200364871
INFO:query:code_melli: 7522669197, Balance: 773237487
INFO:query:code_melli: 9650619939, Balance: 317608285
INFO:query:code_melli: 3096738314, Balance: 915277510
INFO:query:code_melli: 8284019164, Balance: 795777544
INFO:query:code_melli: 4374416702, Balance: 844829637
INFO:query:code_melli: 3265915098, Balance: 357657088
INFO:query:code_melli: 4386947495, Balance: 577379121
INFO:query:code_melli: 1042743901, Balance: 267050488
INFO:query:code_melli: 1964471260, Balance: 66825842
INFO:query:code_melli: 1820371922, Balance: 741980114
INFO:query:code_melli: 9204190917, Balance: 232962446
INFO:query:code_melli: 7997716425, Balance: 26129104
INFO:query:code_melli: 0447772356, Balance: 724724920
INFO:query:code_melli: 1062709924, Balance: 786760775
INFO:query:code_melli: 1213848863, Balance: 328234755
INFO:query:code_melli: 5407611982, Balance: 773253310
INFO:query:code_melli: 1843916698, Balance: 111564513
INFO:query:code_melli: 8740523597, Balance: 715227575
INFO:query:code_melli: 1283287909, Balance: 967337785
INFO:query:code_melli: 7651202847, Balance: 42960387
INFO:query:code_melli: 7780159416, Balance: 82308819
INFO:query:code_melli: 7110135763, Balance: 969391972
INFO:query:code_melli: 3082970288, Balance: 447495609
INFO:query:code_melli: 6616755804, Balance: 291061175
INFO:query:code_melli: 0230325067, Balance: 854805625
INFO:query:code_melli: 9044771557, Balance: 668664339
INFO:query:code_melli: 8937785790, Balance: 358141667
INFO:query:code_melli: 6646668545, Balance: 720800054
INFO:query:code_melli: 2612346456, Balance: 41424531
INFO:query:code_melli: 3677256453, Balance: 327155040
INFO:query:code_melli: 5086585703, Balance: 49249169
INFO:query:code_melli: 5547903372, Balance: 380631109
INFO:query:code_melli: 8667659621, Balance: 780083510
INFO:query:code_melli: 1292126035, Balance: 989967537
INFO:query:code_melli: 5136643375, Balance: 444952897
INFO:query:code_melli: 6730046239, Balance: 627741054
INFO:query:code_melli: 5166191991, Balance: 259021969
INFO:query:code_melli: 3439900600, Balance: 546166071
INFO:query:code_melli: 9221938085, Balance: 113121398
INFO:query:code_melli: 5466323428, Balance: 666056319
INFO:query:code_melli: 4612247557, Balance: 434272968
INFO:query:code_melli: 3506404658, Balance: 580581268
INFO:query:code_melli: 8989467835, Balance: 561355460
INFO:query:code_melli: 5808071712, Balance: 710549785
INFO:query:code_melli: 7542444965, Balance: 275475478
INFO:query:code_melli: 7118292292, Balance: 465225588
INFO:query:code_melli: 5919640559, Balance: 695127223
INFO:query:code_melli: 5550532962, Balance: 365310439
INFO:query:code_melli: 6275106183, Balance: 104832718
INFO:query:code_melli: 9939365123, Balance: 980362902
INFO:query:code_melli: 9572428134, Balance: 729601486
INFO:query:code_melli: 5601717545, Balance: 958119364
INFO:query:code_melli: 6865921607, Balance: 469001209
INFO:query:code_melli: 6940367921, Balance: 127860834
INFO:query:code_melli: 9438188944, Balance: 948991083
INFO:query:code_melli: 8980697227, Balance: 199023059
INFO:query:code_melli: 7665870061, Balance: 520247321
INFO:query:code_melli: 9895745497, Balance: 56528647
INFO:query:code_melli: 9879838982, Balance: 793334497
INFO:query:code_melli: 0634503394, Balance: 781874601
INFO:query:code_melli: 8804867993, Balance: 380975856
INFO:query:code_melli: 7597475514, Balance: 831141615
INFO:query:code_melli: 9339372384, Balance: 797232988
INFO:query:code_melli: 9501699505, Balance: 217338814
INFO:query:code_melli: 8410807425, Balance: 800883543
INFO:query:code_melli: 7581099305, Balance: 943697626
INFO:query:code_melli: 3169493252, Balance: 893257724
INFO:query:code_melli: 1947776110, Balance: 615802485
INFO:query:code_melli: 3177890086, Balance: 929545817
INFO:query:code_melli: 5555491195, Balance: 411703062
INFO:query:code_melli: 8460358602, Balance: 950974112
INFO:query:code_melli: 8690448038, Balance: 362397464
INFO:query:code_melli: 9566993620, Balance: 995121149
INFO:query:code_melli: 9525007925, Balance: 565945898
INFO:query:code_melli: 3671528236, Balance: 833366997
